datetime,portfolio_value,cash,return
2020-05-16 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-18 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-19 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-20 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-21 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-22 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-23 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-26 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-27 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-28 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-29 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-05-30 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-01 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-02 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-03 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-04 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-05 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-06 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-08 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-09 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-10 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-11 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-12 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-13 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-15 09:30:00-04:00,130157.19010314942,130157.19010314942,0.0
2020-06-16 09:30:00-04:00,130447.65085754395,195146.072366333,0.002231615127557207
2020-06-17 09:30:00-04:00,131284.01035461426,195146.072366333,0.006411456945159211
2020-06-18 09:30:00-04:00,130427.04960021973,195146.072366333,-0.006527533338445246
2020-06-19 09:30:00-04:00,130427.04960021973,195146.072366333,0.0
2020-06-20 09:30:00-04:00,130427.04960021973,195146.072366333,0.0
2020-06-22 09:30:00-04:00,130567.13437805176,195146.072366333,0.0010740469730889934
2020-06-23 09:30:00-04:00,132454.18122253416,292641.4593292236,0.014452694037218716
2020-06-24 09:30:00-04:00,135747.4686981201,292641.4593292236,0.02486359769989388
2020-06-25 09:30:00-04:00,134356.73743591306,292641.4593292236,-0.010244988547814415
2020-06-26 09:30:00-04:00,134356.73743591306,-11987.744314575219,0.0
2020-06-27 09:30:00-04:00,134356.73743591306,-11987.744314575219,0.0
2020-06-29 09:30:00-04:00,133319.47101745603,-11987.744314575219,-0.007720241189629995
2020-06-30 09:30:00-04:00,135986.71918640134,-11987.744314575219,0.02000644128415474
2020-07-01 09:30:00-04:00,138218.97101745603,-11987.744314575219,0.01641521940090973
2020-07-02 09:30:00-04:00,138218.97101745603,-11987.744314575219,0.0
2020-07-03 09:30:00-04:00,138218.97101745603,-11987.744314575219,0.0
2020-07-06 09:30:00-04:00,138763.89801940916,-11987.744314575219,0.003942490657699249
2020-07-07 09:30:00-04:00,138395.82868347166,-11987.744314575219,-0.0026524862820300754
2020-07-08 09:30:00-04:00,139461.7739349365,-11987.744314575219,0.007702148696278943
2020-07-09 09:30:00-04:00,138252.4345184326,-11987.744314575219,-0.00867147593481854
2020-07-10 09:30:00-04:00,138252.4345184326,-11987.744314575219,0.0
2020-07-11 09:30:00-04:00,138252.4345184326,-11987.744314575219,0.0
2020-07-13 09:30:00-04:00,137769.64985046384,-11987.744314575219,-0.003492051837281629
2020-07-14 09:30:00-04:00,142124.23743591306,-11987.744314575219,0.031607742272523165
2020-07-15 09:30:00-04:00,140871.87976989744,-11987.744314575219,-0.008811710715987742
2020-07-16 09:30:00-04:00,141870.89801940916,-11987.744314575219,0.007091679696072273
2020-07-17 09:30:00-04:00,141870.89801940916,-11987.744314575219,0.0
2020-07-18 09:30:00-04:00,141870.89801940916,-11987.744314575219,0.0
2020-07-20 09:30:00-04:00,144055.36152038572,-11987.744314575219,0.015397544750000103
2020-07-21 09:30:00-04:00,143180.6133514404,-11987.744314575219,-0.00607230553387994
2020-07-22 09:30:00-04:00,144064.91626892088,-11987.744314575219,0.00617613583837584
2020-07-23 09:30:00-04:00,141426.36152038572,-11987.744314575219,-0.01831504030870268
2020-07-24 09:30:00-04:00,141426.36152038572,-11987.744314575219,0.0
2020-07-25 09:30:00-04:00,141426.36152038572,-11987.744314575219,0.0
2020-07-27 09:30:00-04:00,142133.79218444822,-11987.744314575219,0.005002113159508381
2020-07-28 09:30:00-04:00,141985.6133514404,-11987.744314575219,-0.0010425306377214172
2020-07-29 09:30:00-04:00,141880.4527679443,-11987.744314575219,-0.0007406425271819783
2020-07-30 09:30:00-04:00,143792.4527679443,-11987.744314575219,0.013476134045943722
2020-07-31 09:30:00-04:00,143792.4527679443,-11987.744314575219,0.0
2020-08-01 09:30:00-04:00,143792.4527679443,-11987.744314575219,0.0
2020-08-03 09:30:00-04:00,144729.32868347166,-11987.744314575219,0.006515473500123825
2020-08-04 09:30:00-04:00,146454.91626892088,-11987.744314575219,0.011922860426051951
2020-08-05 09:30:00-04:00,146459.70093688963,-11987.744314575219,3.266990341210807e-05
2020-08-06 09:30:00-04:00,147320.0951019287,-11987.744314575219,0.005874613696021491
2020-08-07 09:30:00-04:00,147320.0951019287,-11987.744314575219,0.0
2020-08-08 09:30:00-04:00,147320.0951019287,-11987.744314575219,0.0
2020-08-10 09:30:00-04:00,149026.55860290525,-11987.744314575219,0.011583372246643409
2020-08-11 09:30:00-04:00,148352.57685241697,-11987.744314575219,-0.004522561326026242
2020-08-12 09:30:00-04:00,148911.82868347166,-11987.744314575219,0.0037697480078895396
2020-08-13 09:30:00-04:00,148816.23743591306,-11987.744314575219,-0.0006419318626580406
2020-08-14 09:30:00-04:00,148816.23743591306,-11987.744314575219,0.0
2020-08-15 09:30:00-04:00,148816.23743591306,-11987.744314575219,0.0
2020-08-17 09:30:00-04:00,149738.7739349365,-11987.744314575219,0.006199165594552358
2020-08-18 09:30:00-04:00,150078.14985046384,-11987.744314575219,0.0022664531477651906
2020-08-19 09:30:00-04:00,148314.32868347166,-11987.744314575219,-0.011752684642965305
2020-08-20 09:30:00-04:00,149538.0221038818,-11987.744314575219,0.008250675651316985
2020-08-21 09:30:00-04:00,149538.0221038818,-11987.744314575219,0.0
2020-08-22 09:30:00-04:00,149538.0221038818,-11987.744314575219,0.0
2020-08-24 09:30:00-04:00,152219.5951019287,-11987.744314575219,0.017932382415650983
2020-08-25 09:30:00-04:00,152807.54035339353,-11987.744314575219,0.003862480721165573
2020-08-26 09:30:00-04:00,154600.04035339353,-11987.744314575219,0.011730442070165825
2020-08-27 09:30:00-04:00,155044.57685241697,-11987.744314575219,0.002875397043928807
2020-08-28 09:30:00-04:00,155044.57685241697,-11987.744314575219,0.0
2020-08-29 09:30:00-04:00,155044.57685241697,-11987.744314575219,0.0
2020-08-31 09:30:00-04:00,155412.63160095213,-11987.744314575219,0.002373864059015185
2020-09-01 09:30:00-04:00,157544.5221038818,-11987.744314575219,0.013717614076593776
2020-09-02 09:30:00-04:00,158118.1133514404,-11987.744314575219,0.0036408200037598704
2020-09-03 09:30:00-04:00,153462.39801940916,-11987.744314575219,-0.02944454138333441
2020-09-04 09:30:00-04:00,153462.39801940916,-11987.744314575219,0.0
2020-09-05 09:30:00-04:00,153462.39801940916,-11987.744314575219,0.0
2020-09-08 09:30:00-04:00,149361.14985046384,-11987.744314575219,-0.026724775722757887
2020-09-09 09:30:00-04:00,151402.21918640134,-11987.744314575219,0.013665329558462558
2020-09-10 09:30:00-04:00,148534.21918640134,-11987.744314575219,-0.01894291916863522
2020-09-11 09:30:00-04:00,148534.21918640134,-11987.744314575219,0.0
2020-09-12 09:30:00-04:00,148534.21918640134,-11987.744314575219,0.0
2020-09-14 09:30:00-04:00,151067.6133514404,-11987.744314575219,0.017055963123620677
2020-09-15 09:30:00-04:00,151254.04035339353,-11987.744314575219,0.0012340633297716064
2020-09-16 09:30:00-04:00,147453.9345184326,-11987.744314575219,-0.025123995538117727
2020-09-17 09:30:00-04:00,148319.1133514404,-11987.744314575219,0.005867451660977352
2020-09-18 09:30:00-04:00,148319.1133514404,-11987.744314575219,0.0
2020-09-19 09:30:00-04:00,148319.1133514404,-11987.744314575219,0.0
2020-09-21 09:30:00-04:00,145068.71918640134,-11987.744314575219,-0.021914870522029672
2020-09-22 09:30:00-04:00,146182.4527679443,-11987.744314575219,0.007677282792522
2020-09-23 09:30:00-04:00,141555.41626892088,-11987.744314575219,-0.03165247546070782
2020-09-24 09:30:00-04:00,142205.48926696775,-11987.744314575219,0.00459235693823179
2020-09-25 09:30:00-04:00,142205.48926696775,-11987.744314575219,0.0
2020-09-26 09:30:00-04:00,142205.48926696775,-11987.744314575219,0.0
2020-09-28 09:30:00-04:00,147649.91626892088,-11987.744314575219,0.03828563179957212
2020-09-29 09:30:00-04:00,147229.2739349365,-11987.744314575219,-0.0028489168474585824
2020-09-30 09:30:00-04:00,149428.07685241697,-11987.744314575219,0.014934549758441218
2020-10-01 09:30:00-04:00,146564.86152038572,-11987.744314575219,-0.01916116028756165
2020-10-02 09:30:00-04:00,146564.86152038572,-11987.744314575219,0.0
2020-10-03 09:30:00-04:00,146564.86152038572,-11987.744314575219,0.0
2020-10-05 09:30:00-04:00,150489.23743591306,-11987.744314575219,0.026775694220415147
2020-10-06 09:30:00-04:00,149633.6133514404,-11987.744314575219,-0.0056856164537150145
2020-10-07 09:30:00-04:00,151894.55860290525,-11987.744314575219,0.015109875387120608
2020-10-08 09:30:00-04:00,153189.9345184326,-11987.744314575219,0.008528125875225223
2020-10-09 09:30:00-04:00,153189.9345184326,-11987.744314575219,0.0
2020-10-10 09:30:00-04:00,153189.9345184326,-11987.744314575219,0.0
2020-10-12 09:30:00-04:00,156402.0951019287,-11987.744314575219,0.02096848329881351
2020-10-13 09:30:00-04:00,155670.75568542478,-11987.744314575219,-0.004676020586727336
2020-10-14 09:30:00-04:00,152305.63160095213,-11987.744314575219,-0.021616931643042903
2020-10-15 09:30:00-04:00,154815.13160095213,-11987.744314575219,0.016476738080014153
2020-10-16 09:30:00-04:00,154815.13160095213,-11987.744314575219,0.0
2020-10-17 09:30:00-04:00,154815.13160095213,-11987.744314575219,0.0
2020-10-19 09:30:00-04:00,152186.13160095213,-11987.744314575219,-0.01698154419928699
2020-10-20 09:30:00-04:00,152123.98926696775,-11987.744314575219,-0.0004083311227550679
2020-10-21 09:30:00-04:00,151947.13160095213,-11987.744314575219,-0.0011625889306995374
2020-10-22 09:30:00-04:00,153366.79218444822,-11987.744314575219,0.009343121969715318
2020-10-23 09:30:00-04:00,153366.79218444822,-11987.744314575219,0.0
2020-10-24 09:30:00-04:00,153366.79218444822,-11987.744314575219,0.0
2020-10-26 09:30:00-04:00,150417.54035339353,-11987.744314575219,-0.019230054883770054
2020-10-27 09:30:00-04:00,146756.05860290525,-11987.744314575219,-0.024342119555245567
2020-10-28 09:30:00-04:00,144275.23743591306,-11987.744314575219,-0.01690438671227079
2020-10-29 09:30:00-04:00,144930.0951019287,-11987.744314575219,0.004538947068491339
2020-10-30 09:30:00-04:00,144930.0951019287,-11987.744314575219,0.0
2020-10-31 09:30:00-04:00,144930.0951019287,-11987.744314575219,0.0
2020-11-02 09:30:00-05:00,145847.86152038572,-11987.744314575219,0.006332476479861349
2020-11-03 09:30:00-05:00,147516.07685241697,-11987.744314575219,0.011438051368330093
2020-11-04 09:30:00-05:00,150943.32868347166,-11987.744314575219,0.02323307333127822
2020-11-05 09:30:00-05:00,154948.97101745603,-11987.744314575219,0.02653739233738661
2020-11-06 09:30:00-05:00,155278.79218444822,-11987.744314575219,0.002128579265976649
2020-11-07 09:30:00-05:00,155278.79218444822,-11987.744314575219,0.0
2020-11-09 09:30:00-05:00,161989.91626892088,-11987.744314575219,0.043219836978773296
2020-11-10 09:30:00-05:00,156980.47101745603,-11987.744314575219,-0.030924426451018228
2020-11-11 09:30:00-05:00,158371.4527679443,-11987.744314575219,0.008860858560767237
2020-11-12 09:30:00-05:00,157979.48926696775,-11987.744314575219,-0.0024749630954695734
2020-11-13 09:30:00-05:00,157831.31043395994,-11987.744314575219,-0.0009379624766188144
2020-11-14 09:30:00-05:00,157831.31043395994,-11987.744314575219,0.0
2020-11-16 09:30:00-05:00,160560.70093688963,-11987.744314575219,0.017293086494848176
2020-11-17 09:30:00-05:00,160077.91626892088,-11987.744314575219,-0.0030068669677676407
2020-11-18 09:30:00-05:00,160527.23743591306,-11987.744314575219,0.0028068904035292164
2020-11-19 09:30:00-05:00,157989.05860290525,-11987.744314575219,-0.015811515064670045
2020-11-20 09:30:00-05:00,158897.25568542478,-11987.744314575219,0.005748480879313345
2020-11-21 09:30:00-05:00,158897.25568542478,-11987.744314575219,0.0
2020-11-23 09:30:00-05:00,158792.0951019287,-11987.744314575219,-0.0006618149762402936
2020-11-24 09:30:00-05:00,160192.63160095213,-11987.744314575219,0.008819938411445793
2020-11-25 09:30:00-05:00,161588.39801940916,-11987.744314575219,0.008713050060466854
2020-11-26 09:30:00-05:00,161588.39801940916,-11987.744314575219,0.0
2020-11-27 09:30:00-05:00,161927.7739349365,-11987.744314575219,0.002100249273382815
2020-11-28 09:30:00-05:00,161927.7739349365,-11987.744314575219,0.0
2020-11-30 09:30:00-05:00,161444.98926696775,-11987.744314575219,-0.0029814815348646606
2020-12-01 09:30:00-05:00,162754.71918640134,-11987.744314575219,0.00811254610861778
2020-12-02 09:30:00-05:00,163625.6337860107,163625.6337860107,0.005351086616492529
2020-12-03 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-04 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-05 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-07 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-08 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-09 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-10 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-11 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-12 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-14 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-15 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-16 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-17 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-18 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-19 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-21 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-22 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-23 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-24 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-25 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-28 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-29 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-30 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2020-12-31 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-01 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-04 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-05 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-06 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-07 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-08 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-09 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-11 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-12 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-13 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-14 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-15 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-16 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-19 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-20 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-21 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-22 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-23 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-25 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-26 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-27 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-28 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-29 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-01-30 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-01 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-02 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-03 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-04 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-05 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-06 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-08 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-09 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-10 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-11 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-12 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-13 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-16 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-17 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-18 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-19 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-20 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-22 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-23 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-24 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-25 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-26 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-02-27 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-01 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-02 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-03 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-04 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-05 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-06 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-08 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-09 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-10 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-11 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-12 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-13 09:30:00-05:00,163625.6337860107,163625.6337860107,0.0
2021-03-15 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-16 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-17 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-18 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-19 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-20 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-22 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-23 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-24 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-25 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-26 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-27 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
2021-03-29 09:30:00-04:00,163625.6337860107,163625.6337860107,0.0
